24 45 52
65 22 72
92 19 2
26 19 33
69 32 52
12 1 73
92 57 27
48 25 55
12 18 74
61 84 33
65 93 75
64 49 97
60 82 8
51 52 46
32 75 53
71 60 46
68 45 10
9 92 24
44 77 73
81 64 3
15 24 55
76 58 1
65 73 40
2 10 27
90 78 24
67 88 11
32 22 87
23 4 25
81 79 12
70 17 63
15 38 50
80 6 41
35 42 5
55 51 83
31 80 94
24 93 48
13 64 79
96 50 58
51 75 95
92 4 46
84 92 72
71 25 53
94 69 47
60 63 24
23 63 18
11 21 15
78 44 25
37 24 53
58 88 46
93 59 45
47 6 62
92 61 97
30 29 50
93 54 69
91 34 61
61 98 33
38 88 41
20 44 88
41 76 5
34 96 48
79 64 61
21 40 29
32 95 25
38 72 93
49 18 31
79 40 50
55 25 98
45 40 38
87 46 81
60 71 95
32 80 90
2 77 85
92 19 68
29 86 22
15 17 76
16 88 10
4 55 63
3 95 67
67 25 70
75 50 97
3 26 69
7 93 32
90 17 72
31 94 99
80 27 56
12 74 64
84 42 94
9 25 19
62 13 91
33 30 40
27 58 78
38 80 66
11 74 65
75 92 2
28 32 34
29 7 87
51 13 58
40 87 97
49 55 10
70 16 11
75 65 12
6 20 49
83 42 47
40 14 68
90 25 52
56 68 75
69 16 25
71 56 61
30 83 43
25 9 47
39 35 60
63 9 87
92 66 7
37 93 68
70 24 97
28 10 67
29 42 12
52 91 35
88 49 59
65 3 80
91 58 85
95 1 89
81 16 65
95 50 76
60 88 64
6 57 10
67 86 75
78 62 71
70 10 60
49 24 81
70 5 85
94 14 44
90 32 88
84 63 75
18 95 37
33 53 80
20 46 32
19 41 98
88 25 7
35 76 18
92 29 19
29 46 6
65 77 59
1 9 10
57 58 50
19 35 74
23 61 78
86 10 1
4 35 74
71 15 97
99 49 89
33 48 92
29 51 67
26 49 94
71 89 32
99 94 76
84 31 38
30 55 47
54 16 60
96 52 13
73 20 51
74 94 87
52 76 54
62 11 76
69 61 26
20 45 14
9 68 75
7 77 90
69 64 6
71 15 20
83 12 20
14 98 26
62 37 69
33 19 69
32 80 55
6 5 57
51 70 82
92 67 13
31 20 51
80 89 36
36 42 17
70 94 24
75 50 86
48 89 82
5 87 98
18 96 83
61 10 44
32 72 20
57 78 19
80 69 67
23 13 66
33 12 46
75 97 47
30 96 59
55 13 32
69 35 77
2 86 99
59 14 62
98 51 56
62 5 43
83 84 8
63 97 81
59 52 48
34 97 51
29 12 69
73 61 91
15 32 14
31 3 58
66 21 57
37 66 73
58 67 42
56 43 40
41 33 34
87 12 90
86 10 52
99 80 2
91 3 43
90 28 89
60 56 45
20 46 63
26 54 83
16 66 15
44 40 21
67 39 96
46 64 35
18 33 36
93 28 48
90 91 29
27 6 83
45 6 14
97 61 26
69 61 13
81 1 22
31 48 95
52 15 38
55 30 4
25 18 41
80 83 19
32 68 91
99 87 15
20 96 95
72 11 65
77 3 65
41 7 66
96 44 74
73 3 83
67 1 65
34 35 21
73 25 32
68 72 56
85 27 83
48 32 45
80 47 37
24 69 71
16 58 9
2 93 64
64 67 40
5 30 14
70 61 66
29 21 61
42 68 34
32 22 98
22 56 36
62 30 45
38 13 80
97 64 13
82 32 72
29 62 92
19 60 76
29 62 2
91 96 22
60 87 89
96 56 34
96 52 6
53 94 57
98 65 48
63 93 9
29 35 20
82 44 73
25 1 53
21 62 2
2 58 78
69 50 84
45 27 32
67 75 29
93 8 73
59 17 69
40 79 25
87 1 82
46 56 42
95 48 11
15 53 10
28 82 51
44 72 81
48 64 66
82 15 22
86 67 72
53 84 31
69 15 96
40 48 54
44 33 65
26 89 65
47 50 9
73 76 67
40 43 63
92 34 82
40 7 43
10 75 98
65 52 78
7 27 9
28 11 52
54 55 34
4 84 7
49 87 3
84 61 32
74 45 38
84 77 80
67 94 82
4 55 36
5 98 82
68 43 99
27 47 8
11 85 63
33 55 20
72 3 38
14 11 20
4 5 2
40 28 13
17 70 38
73 27 5
89 41 38
40 53 83
3 87 45
43 4 1
66 8 65
19 18 93
93 63 50
61 75 51
40 13 3
27 19 1
75 61 20
49 15 33
25 18 72
94 5 14
28 9 70
83 69 16
91 60 18
58 15 31
90 3 72
49 84 60
47 81 70
58 23 68
80 68 66
47 24 85
40 1 94
8 99 56
73 80 41
12 41 95
96 65 79
66 26 11
41 91 56
50 4 2
37 70 78
61 73 54
70 73 38
11 31 40
61 19 76
26 48 18
97 34 96
70 10 46
23 93 90
34 23 2
23 13 37
15 87 17
17 35 6
10 25 69
55 73 21
46 79 58
29 89 49
48 42 81
30 84 31
9 79 52
45 69 75
79 89 96
34 72 63
52 59 30
61 99 89
93 17 40
86 10 13
13 14 70
46 52 89
85 50 67
34 81 71
78 30 52
76 12 17
61 50 24
26 30 73
9 37 5
81 91 92
45 77 20
46 61 99
51 35 33
81 70 84
22 79 68
58 86 6
86 84 61
28 52 21
15 36 83
83 96 56
13 56 31
33 36 98
48 10 97
15 73 13
26 71 74
50 59 6
99 73 90
45 53 39
73 36 53
55 70 64
96 88 43
64 80 69
40 70 36
62 39 81
23 2 52
40 29 73
8 77 76
58 91 56
30 73 38
52 59 29
31 11 27
19 26 64
49 8 17
68 36 69
54 30 48
30 89 8
52 57 43
44 85 23
55 6 92
93 14 13
37 80 92
29 93 40
83 46 26
99 94 69
75 63 95
33 8 75
69 59 67
77 47 87
79 74 26
82 76 18
38 40 16
54 11 89
19 67 64
14 43 45
29 93 26
30 21 54
88 32 8
45 23 55
7 85 96
62 2 80
91 54 93
72 20 84
80 5 77
79 47 55
11 53 64
61 54 64
83 28 29
51 61 41
43 73 10
92 21 49
4 36 2
51 86 33
83 17 10
81 23 3
66 28 76
77 74 61
71 22 86
9 33 76
2 93 56
10 55 67
92 44 21
53 40 34
96 84 68
98 55 65
75 91 12
33 82 93
93 13 96
63 66 2
85 87 50
1 89 93
51 61 53
15 9 35
13 81 34
25 91 58
37 51 87
33 40 56
39 93 40
59 72 52
28 56 49
22 31 42
92 2 58
35 94 67
76 98 51
68 48 99
59 58 14
21 64 17
96 67 41
75 85 99
29 3 46
39 65 93
21 34 14
6 85 71
69 35 84
7 2 4
44 64 26
31 55 83
3 80 56
51 46 37
62 39 79
12 43 34
1 43 6
96 91 20
32 69 5
36 97 69
39 56 94
86 23 46
16 31 38
96 52 54
61 3 36
28 48 88
38 69 98
7 44 97
32 76 65
51 36 8
1 73 38
38 60 29
76 48 9
37 57 43
56 40 14
99 74 58
91 1 58
9 8 15
26 32 93
15 62 21
35 27 64
17 81 89
67 28 76
10 26 1
39 69 70
7 59 73
54 77 34
90 26 74
4 97 84
80 69 42
5 29 4
17 81 34
22 43 15
3 83 41
82 13 64
26 91 47
12 84 53
54 2 52
12 91 45
96 38 4
27 53 28
39 79 2
45 35 17
88 31 62
97 4 15
16 97 77
62 24 38
3 23 83
3 74 93
56 49 27
36 11 75
12 82 52
99 36 75
46 14 92
14 51 1
59 23 94
34 41 56
10 6 28
82 96 31
70 63 41
73 88 45
83 64 72
99 84 11
82 45 68
70 64 41
43 24 21
17 7 85
95 9 68
97 92 39
77 82 88
72 89 41
36 97 64
38 37 53
21 2 35
88 92 85
75 17 76
96 17 9
82 5 44
59 47 44
95 14 80
18 85 60
83 61 25
18 77 24
68 52 88
91 41 64
42 9 34
54 24 94
74 38 62
21 9 46
61 57 30
10 70 32
47 15 40
55 66 92
23 25 15
87 24 88
94 35 76
83 62 64
8 79 4
59 24 17
51 29 59
51 32 3
41 87 63
99 76 27
35 80 43
24 1 68
10 98 97
13 57 67
36 84 6
96 20 76
40 38 22
98 48 9
57 97 1
71 29 51
46 99 66
57 34 9
80 9 26
9 38 2
80 61 20
60 65 52
41 13 40
3 51 25
71 96 80
75 60 7
99 81 42
80 97 44
7 86 62
45 55 67
70 5 13
31 89 72
54 61 70
16 50 37
2 71 98
